A1,B1,C1,C3,D1,E1,F,G,H,I,D2,E2,A2,B2,C2,Target
2,0,0,0,0,0,35.32,0.81,0,41.49,0.0,0.0,0.48,0.0,0.0,0
721,0,0,0,0,0,45.5,2.21,0,460.21,0.0,0.0,15.67,0.0,0.0,0
1,0,0,0,0,0,43.44,3.14,0,28.01,0.0,0.0,0.36,0.0,0.0,0
1,0,0,0,0,0,40.14,0.64,0,8.3,0.0,0.0,1.2,0.0,0.0,0
1,0,1,1,0,0,46.56,1.87,0,1.53,0.0,0.0,6.55,0.0,654.88,0
79,0,0,0,0,0,43.0,2.14,0,115.09,0.0,0.0,6.86,0.0,0.0,0
2,0,0,0,0,0,31.35,10.28,0,1.62,0.0,0.0,12.37,0.0,0.0,0
2,0,0,0,0,0,36.29,2.51,0,3.89,0.0,0.0,5.14,0.0,0.0,0
159,0,0,0,0,0,36.92,1.05,0,200.92,0.0,0.0,7.91,0.0,0.0,0
1,0,1,1,0,0,49.8,1.37,0,1.26,0.0,0.0,7.94,0.0,794.28,0
1,0,0,0,0,0,36.04,0.1,0,129.91,0.0,0.0,0.08,0.0,0.0,0
18,0,0,0,0,0,45.52,1.55,0,44.45,0.0,0.0,4.05,0.0,0.0,0
1,0,0,0,0,0,34.98,1.15,0,5.51,0.0,0.0,1.81,0.0,0.0,0
5,0,0,0,0,0,45.32,1.03,0,6.15,0.0,0.0,8.13,0.0,0.0,0
16,0,0,0,0,0,63.65,14.97,1,23.63,0.0,0.0,6.77,0.0,0.0,0
1,0,0,0,0,0,45.14,5.54,0,0.88,0.0,0.0,11.31,0.0,0.0,0
1,0,1,1,0,0,47.58,0.85,0,1.44,0.0,0.0,6.93,0.0,692.52,0
3,0,0,0,0,0,63.26,9.8,0,4.61,0.0,0.0,6.51,0.0,0.0,0
1538,0,0,0,0,0,45.47,2.24,0,940.1,0.0,0.0,16.36,0.0,0.0,0
1,0,0,0,0,0,56.01,10.98,0,0.96,0.0,0.0,10.45,0.0,0.0,0
3977,1,0,0,15,0,39.36,9.32,0,3072.59,0.05,0.0,12.94,0.33,0.0,0
2,0,0,0,0,0,53.0,3.2,0,20.29,0.0,0.0,0.99,0.0,0.0,0
1,0,1,1,0,0,44.52,3.91,0,1.4,0.0,0.0,7.16,0.0,715.82,0
16,0,0,0,0,0,27.58,2.7,0,27.34,0.0,0.0,5.85,0.0,0.0,0
1,0,0,0,0,0,52.45,8.15,0,6.01,0.0,0.0,1.67,0.0,0.0,0
14,0,0,0,0,0,38.53,0.22,0,20.14,0.0,0.0,6.95,0.0,0.0,0
2,0,0,0,0,0,41.57,0.07,0,1.1,0.0,0.0,18.23,0.0,0.0,0
2,0,0,0,0,0,10.69,23.08,1,4.32,0.0,0.0,4.63,0.0,0.0,0
2,0,0,0,0,0,42.91,2.13,0,12.42,0.0,0.0,1.61,0.0,0.0,0
1,0,0,0,0,0,60.76,21.17,1,1.28,0.0,0.0,7.8,0.0,0.0,0
13,0,0,0,0,0,39.45,3.55,1,52.15,0.0,0.0,2.49,0.0,0.0,0
2,0,0,0,0,0,60.52,16.23,1,14.38,0.0,0.0,1.39,0.0,0.0,0
5,0,7,3,0,0,39.86,1.9,0,30.21,0.0,0.0,1.66,0.0,231.73,0
1,0,0,0,0,0,35.07,1.06,0,30.41,0.0,0.0,0.33,0.0,0.0,0
66,0,0,0,0,0,34.9,12.81,1,60.61,0.0,0.0,10.89,0.0,0.0,0
21,0,0,0,0,0,44.87,2.84,0,47.0,0.0,0.0,4.47,0.0,0.0,0
42,0,0,0,0,0,47.78,0.71,0,60.0,0.0,0.0,7.0,0.0,0.0,0
4,0,0,0,0,0,33.33,6.27,0,4.3,0.0,0.0,9.3,0.0,0.0,0
34,0,0,0,0,0,66.88,18.2,1,28.58,0.0,0.0,11.9,0.0,0.0,0
29,0,0,0,0,0,44.25,0.43,0,37.39,0.0,0.0,7.76,0.0,0.0,0
2,0,0,0,0,0,36.67,4.11,0,7.21,0.0,0.0,2.78,0.0,0.0,0
62,0,0,0,0,1,47.86,0.79,0,62.65,0.0,0.16,9.9,0.0,0.0,0
2,0,0,0,0,0,37.4,4.23,0,1.28,0.0,0.0,15.65,0.0,0.0,0
1,0,0,0,0,0,43.14,1.54,0,54.63,0.0,0.0,0.18,0.0,0.0,0
25,0,0,0,5,4,46.17,0.9,0,40.0,1.25,1.0,6.25,0.0,0.0,0
2,0,0,0,0,1,46.02,6.42,0,3.37,0.0,2.97,5.94,0.0,0.0,0
2,0,0,0,0,0,39.71,0.11,0,1.51,0.0,0.0,13.24,0.0,0.0,0
1,0,0,0,0,0,59.8,15.51,1,3.24,0.0,0.0,3.08,0.0,0.0,0
3,0,0,0,0,0,43.64,2.01,0,1.91,0.0,0.0,15.7,0.0,0.0,0
18,0,0,0,0,0,45.05,4.27,0,11.96,0.0,0.0,15.05,0.0,0.0,0
28,0,0,0,0,0,36.89,7.4,0,26.78,0.0,0.0,10.46,0.0,0.0,0
3,0,0,0,0,0,33.4,2.73,0,3.76,0.0,0.0,7.98,0.0,0.0,0
2,0,0,0,0,0,47.78,11.91,1,1.24,0.0,0.0,16.17,0.0,0.0,0
6,0,0,0,0,0,17.27,24.54,1,32.43,0.0,0.0,1.85,0.0,0.0,0
2,0,0,0,0,0,51.79,10.15,0,1.46,0.0,0.0,13.74,0.0,0.0,0
2,0,0,0,0,0,35.95,0.18,0,51.07,0.0,0.0,0.39,0.0,0.0,0
3,0,0,0,0,0,38.02,2.07,0,5.6,0.0,0.0,5.36,0.0,0.0,0
9925,24,0,0,88,1132,39.62,8.74,1,28327.26,0.03,0.4,3.5,0.85,0.0,0
1,0,0,0,0,0,42.02,1.24,0,4.99,0.0,0.0,2.0,0.0,0.0,0
22224,12,0,0,46,88,36.55,2.38,0,31652.79,0.01,0.03,7.02,0.38,0.0,0
3,0,0,0,0,0,46.22,7.24,0,374.59,0.0,0.0,0.08,0.0,0.0,0
26,0,0,0,0,0,44.58,8.44,1,37.2,0.0,0.0,6.99,0.0,0.0,0
15,0,0,0,0,0,42.43,0.4,0,33.21,0.0,0.0,4.52,0.0,0.0,0
8879,1,1,0,1,0,36.36,2.28,0,21941.72,0.0,0.0,4.05,0.05,0.05,0
2,0,0,0,0,0,41.59,0.04,0,1.12,0.0,0.0,17.89,0.0,0.0,0
7,0,0,0,0,0,30.47,7.5,1,22.62,0.0,0.0,3.1,0.0,0.0,0
0,0,0,0,25,25,41.17,3.41,1,16.68,14.98,14.98,0.0,0.0,0.0,1
13,0,0,0,0,0,46.09,5.31,1,25.0,0.0,0.0,5.2,0.0,0.0,0
13661,27,2,1,81,12,40.36,0.39,0,42508.3,0.02,0.0,3.21,0.64,0.05,0
1,0,0,0,0,0,50.59,2.88,0,1.27,0.0,0.0,7.87,0.0,0.0,0
1,0,0,0,0,0,60.47,16.18,1,5.64,0.0,0.0,1.77,0.0,0.0,0
2,0,0,0,0,0,39.23,3.34,1,78.03,0.0,0.0,0.26,0.0,0.0,0
1,0,0,0,0,0,52.02,7.73,0,3.39,0.0,0.0,2.95,0.0,0.0,0
25,0,1,1,25,25,30.51,19.49,1,30.95,8.08,8.08,8.08,0.0,32.31,1
1,0,0,0,0,0,55.49,7.06,0,0.98,0.0,0.0,10.16,0.0,0.0,0
24,0,0,0,0,0,46.03,5.17,0,21.96,0.0,0.0,10.93,0.0,0.0,0
2,0,0,0,0,0,34.06,1.81,0,9.86,0.0,0.0,2.03,0.0,0.0,0
1,0,1,1,0,0,48.07,8.88,0,2.88,0.0,0.0,3.48,0.0,347.83,0
9622,47,11,4,5,10,47.06,1.0,0,15296.2,0.0,0.01,6.29,3.07,0.72,0
65,0,0,0,0,0,39.09,5.43,1,53.08,0.0,0.0,12.25,0.0,0.0,0
37,0,0,0,0,0,35.45,5.33,1,61.49,0.0,0.0,6.02,0.0,0.0,0
1,0,0,0,0,0,59.68,15.39,1,3.75,0.0,0.0,2.67,0.0,0.0,0
1117,3,0,0,6,0,34.99,0.88,0,1022.37,0.06,0.0,10.93,2.93,0.0,0
1,0,0,0,0,0,43.39,3.79,0,1.47,0.0,0.0,6.81,0.0,0.0,0
10,0,0,0,0,0,40.65,1.45,0,17.38,0.0,0.0,5.75,0.0,0.0,0
2,0,0,0,0,0,38.57,2.21,0,5.99,0.0,0.0,3.34,0.0,0.0,0
2,0,0,0,0,0,60.56,16.26,1,5.82,0.0,0.0,3.44,0.0,0.0,0
2,0,0,0,0,0,39.32,1.46,0,6.17,0.0,0.0,3.24,0.0,0.0,0
2,0,0,0,0,0,63.42,15.72,1,1.11,0.0,0.0,18.02,0.0,0.0,0
3,0,0,0,0,0,44.13,8.26,1,1.1,0.0,0.0,27.3,0.0,0.0,0
2,0,0,0,0,0,52.34,8.05,0,6.06,0.0,0.0,3.3,0.0,0.0,0
8,0,0,0,0,0,40.89,0.92,0,7.41,0.0,0.0,10.8,0.0,0.0,0
20,0,0,0,0,0,44.99,2.07,1,40.0,0.0,0.0,5.0,0.0,0.0,0
66,0,0,0,0,0,37.02,0.89,0,201.9,0.0,0.0,3.27,0.0,0.0,0
88,0,0,0,0,0,48.54,1.47,0,120.0,0.0,0.0,7.33,0.0,0.0,0
66,0,0,0,0,0,37.62,1.75,0,65.59,0.0,0.0,10.06,0.0,0.0,0
1,0,0,0,0,0,37.25,4.85,1,5.63,0.0,0.0,1.78,0.0,0.0,0
14,0,0,0,0,0,43.59,2.98,0,25.27,0.0,0.0,5.54,0.0,0.0,0
3,0,0,0,0,0,32.35,11.95,0,10.44,0.0,0.0,2.87,0.0,0.0,0
9,0,1,1,0,0,43.62,1.6,0,44.36,0.0,0.0,2.03,0.0,22.54,0
689,0,0,0,0,0,49.18,13.05,1,969.48,0.0,0.0,7.11,0.0,0.0,0
2,0,0,0,0,0,42.08,0.82,0,75.68,0.0,0.0,0.26,0.0,0.0,0
273,0,0,0,0,0,38.05,2.81,0,342.14,0.0,0.0,7.98,0.0,0.0,0
4,0,0,0,0,0,36.79,0.55,0,1.52,0.0,0.0,26.23,0.0,0.0,0
1,0,0,0,0,0,38.87,2.74,0,31.89,0.0,0.0,0.31,0.0,0.0,0
35,0,0,0,0,0,67.88,19.2,1,26.41,0.0,0.0,13.25,0.0,0.0,0
7,0,0,0,0,0,50.76,3.49,0,7.0,0.0,0.0,10.01,0.0,0.0,0
37,0,0,0,0,0,62.24,9.7,1,39.88,0.0,0.0,9.28,0.0,0.0,0
61,0,0,0,0,0,39.96,7.75,0,66.06,0.0,0.0,9.23,0.0,0.0,0
1,0,0,0,0,0,37.6,1.47,0,43.13,0.0,0.0,0.23,0.0,0.0,0
1,0,0,0,0,0,37.54,1.41,0,48.71,0.0,0.0,0.21,0.0,0.0,0
1,0,0,0,0,0,43.03,7.16,1,0.49,0.0,0.0,20.49,0.0,0.0,0
12129,13,8,1,188,56,40.91,0.89,0,35801.85,0.05,0.02,3.39,0.36,0.22,0
645,0,0,0,0,0,39.12,8.59,0,443.9,0.0,0.0,14.53,0.0,0.0,0
60,0,0,0,0,0,47.5,0.43,0,80.0,0.0,0.0,7.5,0.0,0.0,0
15,0,0,0,0,0,40.97,1.0,0,42.09,0.0,0.0,3.56,0.0,0.0,0
9,0,0,0,0,0,27.37,20.33,1,17.71,0.0,0.0,5.08,0.0,0.0,0
48,0,0,0,0,0,46.93,0.13,0,60.0,0.0,0.0,8.0,0.0,0.0,0
6,0,0,0,0,0,34.17,5.58,0,6.59,0.0,0.0,9.1,0.0,0.0,0
75,0,0,0,5,16,48.06,0.38,0,170.35,0.29,0.94,4.4,0.0,0.0,0
1,0,0,0,0,0,41.11,1.51,0,0.67,0.0,0.0,14.95,0.0,0.0,0
1,0,0,0,0,0,35.8,1.54,0,2.44,0.0,0.0,4.11,0.0,0.0,0
68,0,0,0,0,0,34.38,2.3,0,63.72,0.0,0.0,10.67,0.0,0.0,0
15,0,0,0,0,0,33.86,7.0,1,11.01,0.0,0.0,13.63,0.0,0.0,0
1,0,0,0,0,0,35.25,0.54,0,1.16,0.0,0.0,8.6,0.0,0.0,0
4,0,0,0,0,0,37.86,3.77,0,2.6,0.0,0.0,15.36,0.0,0.0,0
15,0,0,0,0,0,60.26,10.46,1,27.09,0.0,0.0,5.54,0.0,0.0,0
5,0,0,0,0,0,37.36,10.35,0,11.39,0.0,0.0,4.39,0.0,0.0,0
2,0,0,0,0,0,33.96,10.34,0,4.92,0.0,0.0,4.07,0.0,0.0,0
1,0,0,0,0,0,35.16,0.97,0,113.67,0.0,0.0,0.09,0.0,0.0,0
1166,0,0,0,0,0,49.56,1.85,0,807.07,0.0,0.0,14.45,0.0,0.0,0
436,0,0,0,0,0,34.1,6.76,1,438.23,0.0,0.0,9.95,0.0,0.0,0
3,0,0,0,0,0,31.75,12.54,1,10.09,0.0,0.0,2.97,0.0,0.0,0
1,0,0,0,0,0,51.8,4.48,0,142.42,0.0,0.0,0.07,0.0,0.0,0
2,0,0,0,0,0,68.76,21.05,1,1.55,0.0,0.0,12.94,0.0,0.0,0
5,0,0,0,0,0,36.94,4.7,0,3.35,0.0,0.0,14.91,0.0,0.0,0
2,0,0,0,0,0,52.56,4.13,0,0.74,0.0,0.0,26.95,0.0,0.0,0
2,0,0,0,0,0,31.91,3.96,0,1.31,0.0,0.0,15.27,0.0,0.0,0
1,0,0,0,0,0,36.07,0.28,0,2.04,0.0,0.0,4.89,0.0,0.0,0
3,0,0,0,0,0,59.82,15.52,1,10.52,0.0,0.0,2.85,0.0,0.0,0
1,0,0,0,0,0,42.89,1.78,0,68.8,0.0,0.0,0.15,0.0,0.0,0
18,0,0,0,0,0,43.62,5.65,1,38.96,0.0,0.0,4.62,0.0,0.0,0
13,0,0,0,0,0,35.85,0.02,0,8.61,0.0,0.0,15.11,0.0,0.0,0
10150,3,11,5,5,43,46.08,1.98,0,19176.4,0.0,0.02,5.29,0.16,0.57,0
11,0,0,0,0,0,38.74,2.03,0,12.11,0.0,0.0,9.08,0.0,0.0,0
2,0,13,5,0,0,36.62,0.19,0,58.87,0.0,0.0,0.34,0.0,220.82,0
1,0,0,0,0,0,41.95,0.62,0,63.77,0.0,0.0,0.16,0.0,0.0,0
10,0,0,0,0,0,41.47,1.1,0,189.63,0.0,0.0,0.53,0.0,0.0,0
28,0,0,0,0,0,48.01,0.94,0,25.17,0.0,0.0,11.12,0.0,0.0,0
2,0,0,0,0,0,25.7,18.59,1,5.58,0.0,0.0,3.59,0.0,0.0,0
27,0,0,0,0,0,63.04,9.58,0,28.02,0.0,0.0,9.64,0.0,0.0,0
1,0,0,0,0,0,41.78,5.65,0,3.04,0.0,0.0,3.29,0.0,0.0,0
1,0,0,0,0,0,37.91,3.72,0,1.39,0.0,0.0,7.19,0.0,0.0,0
2,0,0,0,0,0,32.01,12.29,0,5.63,0.0,0.0,3.55,0.0,0.0,0
12,0,0,0,0,0,38.42,1.18,0,10.39,0.0,0.0,11.55,0.0,0.0,0
7021,41,0,0,0,2,50.15,2.08,0,8267.97,0.0,0.0,8.49,4.96,0.0,0
23,0,0,0,0,0,47.17,5.37,0,29.42,0.0,0.0,7.82,0.0,0.0,0
1,0,0,0,0,0,38.91,2.78,0,7.59,0.0,0.0,1.32,0.0,0.0,0
11,0,0,0,0,0,53.77,10.09,0,13.51,0.0,0.0,8.14,0.0,0.0,0
3,0,0,0,0,0,46.91,5.27,0,9.65,0.0,0.0,3.11,0.0,0.0,0
1,0,0,0,0,0,35.23,0.9,0,26.04,0.0,0.0,0.38,0.0,0.0,0
1,0,0,0,0,0,18.84,17.29,1,9.69,0.0,0.0,1.03,0.0,0.0,0
26,3,1,0,0,0,42.74,0.71,0,58.21,0.0,0.0,4.47,51.53,17.18,0
30,0,0,0,1,0,38.62,2.75,0,27.3,0.37,0.0,10.99,0.0,0.0,0
1,0,0,0,0,0,43.11,4.36,0,0.97,0.0,0.0,10.29,0.0,0.0,0
2,0,0,0,0,0,55.35,6.99,0,24.03,0.0,0.0,0.83,0.0,0.0,0
2,0,0,0,0,0,44.53,2.71,0,1.09,0.0,0.0,18.4,0.0,0.0,0
11,0,0,0,0,0,40.77,2.26,0,20.81,0.0,0.0,5.29,0.0,0.0,0
13,0,0,0,0,0,42.17,4.52,0,40.45,0.0,0.0,3.21,0.0,0.0,0
9,0,0,0,0,0,26.39,14.47,1,16.25,0.0,0.0,5.54,0.0,0.0,0
4,0,0,0,0,0,39.98,0.8,0,14.38,0.0,0.0,2.78,0.0,0.0,0
1,0,0,0,0,0,52.06,7.76,0,4.13,0.0,0.0,2.42,0.0,0.0,0
3,0,0,0,0,0,40.46,0.32,0,10.99,0.0,0.0,2.73,0.0,0.0,0
35,0,0,0,0,0,35.57,7.06,1,35.8,0.0,0.0,9.78,0.0,0.0,0
4,0,0,0,0,0,37.41,3.37,0,6.33,0.0,0.0,6.32,0.0,0.0,0
74,0,0,0,0,0,26.74,3.54,0,137.59,0.0,0.0,5.38,0.0,0.0,0
1,0,0,0,0,0,44.34,4.74,0,0.53,0.0,0.0,18.87,0.0,0.0,0
1,0,0,0,0,0,45.57,4.79,0,10.18,0.0,0.0,0.98,0.0,0.0,0
1010,0,0,0,0,0,53.09,5.67,0,1048.19,0.0,0.0,9.64,0.0,0.0,0
1,0,0,0,0,0,40.9,4.77,0,351.11,0.0,0.0,0.03,0.0,0.0,0
1,0,0,0,0,0,35.27,0.53,0,1.24,0.0,0.0,8.05,0.0,0.0,0
1,0,0,0,25,0,35.75,12.68,1,1.02,244.86,0.0,9.79,0.0,0.0,0
2,0,1,0,0,0,41.82,1.04,0,13.93,0.0,0.0,1.44,0.0,71.77,0
10,0,0,0,0,0,37.69,1.82,0,10.01,0.0,0.0,9.99,0.0,0.0,0
1,0,0,0,0,0,61.54,19.91,1,1.58,0.0,0.0,6.33,0.0,0.0,0
889,6,2,0,0,0,51.75,8.06,0,1073.6,0.0,0.0,8.28,5.59,1.86,0
1,0,0,0,0,0,34.65,12.67,1,1.5,0.0,0.0,6.69,0.0,0.0,0
2,0,0,0,0,0,37.21,7.08,0,16.12,0.0,0.0,1.24,0.0,0.0,0
11,0,0,0,25,25,21.71,30.29,1,15.33,16.3,16.3,7.17,0.0,0.0,1
1,0,0,0,0,0,42.63,2.54,0,1.02,0.0,0.0,9.76,0.0,0.0,0
580,0,0,0,0,0,34.86,1.0,0,525.36,0.0,0.0,11.04,0.0,0.0,0
1,0,0,0,0,0,30.99,0.71,0,1.83,0.0,0.0,5.46,0.0,0.0,0
16,0,0,0,0,0,30.63,6.71,1,47.37,0.0,0.0,3.38,0.0,0.0,0
3,0,0,0,0,0,42.91,6.56,1,4.91,0.0,0.0,6.11,0.0,0.0,0
27,0,0,0,0,0,39.13,3.26,0,50.8,0.0,0.0,5.32,0.0,0.0,0
73,10,11,4,0,0,45.21,1.37,0,364.15,0.0,0.0,2.0,27.46,30.21,0
1,0,0,0,0,0,35.57,0.56,0,62.51,0.0,0.0,0.16,0.0,0.0,0
1,0,0,0,0,0,56.67,11.64,1,0.85,0.0,0.0,11.71,0.0,0.0,0
3,0,0,0,0,0,39.41,0.68,0,6.08,0.0,0.0,4.93,0.0,0.0,0
3,0,0,0,0,0,40.59,0.84,0,6.31,0.0,0.0,4.75,0.0,0.0,0
122,0,0,0,0,0,59.97,12.27,0,69.5,0.0,0.0,17.55,0.0,0.0,0
203,0,0,0,0,0,40.98,0.12,0,238.97,0.0,0.0,8.49,0.0,0.0,0
1,0,0,0,0,0,38.39,3.25,0,3.83,0.0,0.0,2.61,0.0,0.0,0
1,0,1,0,0,0,33.8,8.04,1,5.91,0.0,0.0,1.69,0.0,169.26,0
3,0,0,0,0,0,43.78,4.18,0,1.65,0.0,0.0,18.21,0.0,0.0,0
1,0,0,0,0,0,32.62,3.18,0,1.72,0.0,0.0,5.82,0.0,0.0,0
1,0,0,0,0,0,34.55,1.25,0,1.28,0.0,0.0,7.78,0.0,0.0,0
2,0,0,0,0,0,25.41,18.88,1,5.15,0.0,0.0,3.88,0.0,0.0,0
20,0,0,0,0,0,40.95,3.34,0,18.12,0.0,0.0,11.04,0.0,0.0,0
1264,1,0,0,28,50,38.73,1.64,0,1039.77,0.27,0.48,12.16,0.96,0.0,0
159374,24,17,3,422,309,42.35,8.73,1,299447.18,0.01,0.01,5.32,0.08,0.06,0
4,0,0,0,0,0,33.0,7.78,1,8.99,0.0,0.0,4.45,0.0,0.0,0
27,0,0,0,0,0,49.12,2.05,1,70.94,0.0,0.0,3.81,0.0,0.0,0
1,0,0,0,0,0,38.09,3.55,0,1.21,0.0,0.0,8.24,0.0,0.0,0
32797,45,1,1,18,38,39.54,0.58,0,54473.06,0.0,0.01,6.02,0.83,0.02,0
18,0,0,0,0,0,47.26,0.2,0,40.0,0.0,0.0,4.5,0.0,0.0,0
2,0,0,0,0,0,31.08,4.79,0,1.12,0.0,0.0,17.81,0.0,0.0,0
6,0,0,0,0,0,39.19,1.59,0,10.7,0.0,0.0,5.61,0.0,0.0,0
1,0,0,0,0,0,35.59,0.54,0,23.02,0.0,0.0,0.43,0.0,0.0,0
15,0,0,0,0,0,62.32,10.91,1,21.07,0.0,0.0,7.12,0.0,0.0,0
2,0,0,0,0,0,4.02,37.61,1,10.19,0.0,0.0,1.96,0.0,0.0,0
1,0,0,0,0,0,40.51,4.71,0,2.59,0.0,0.0,3.86,0.0,0.0,0
4,0,0,0,0,0,47.93,3.63,0,5.95,0.0,0.0,6.72,0.0,0.0,0
1,0,0,0,0,0,57.57,15.47,1,3.11,0.0,0.0,3.21,0.0,0.0,0
1,0,0,0,0,0,22.2,13.94,1,22.1,0.0,0.0,0.45,0.0,0.0,0
4,0,0,0,0,0,49.87,9.09,1,4.23,0.0,0.0,9.45,0.0,0.0,0
54,0,0,0,0,0,36.58,4.19,0,68.43,0.0,0.0,7.89,0.0,0.0,0
6,0,0,0,0,0,39.91,0.87,0,31.7,0.0,0.0,1.89,0.0,0.0,0
3,0,0,0,0,0,43.57,7.7,1,1.18,0.0,0.0,25.38,0.0,0.0,0
658,0,0,0,0,0,41.13,6.57,0,439.63,0.0,0.0,14.97,0.0,0.0,0
13,0,0,0,0,0,55.59,7.91,1,33.46,0.0,0.0,3.89,0.0,0.0,0
32,0,0,0,0,0,42.11,0.78,0,49.56,0.0,0.0,6.46,0.0,0.0,0
52,0,0,0,0,0,45.07,2.0,1,58.16,0.0,0.0,8.94,0.0,0.0,0
105,0,0,0,0,0,39.23,1.35,0,332.6,0.0,0.0,3.16,0.0,0.0,0
1,0,0,0,0,0,49.01,0.58,0,0.6,0.0,0.0,16.56,0.0,0.0,0
4,0,0,0,0,0,40.94,0.16,0,9.32,0.0,0.0,4.29,0.0,0.0,0
1,0,0,0,0,0,34.91,1.43,0,2.31,0.0,0.0,4.34,0.0,0.0,0
2,0,0,0,0,0,48.18,8.58,1,0.93,0.0,0.0,21.41,0.0,0.0,0
71,0,0,0,0,0,44.69,1.65,0,78.17,0.0,0.0,9.08,0.0,0.0,0
16871,1,0,0,15,28,45.41,5.67,0,34023.8,0.0,0.01,4.96,0.03,0.0,0
1,0,0,0,0,0,43.29,1.39,0,73.07,0.0,0.0,0.14,0.0,0.0,0
1,0,0,0,0,0,52.09,12.49,1,2.23,0.0,0.0,4.49,0.0,0.0,0
24,0,0,0,0,0,43.06,8.02,0,30.28,0.0,0.0,7.93,0.0,0.0,0
47,0,0,0,0,0,37.2,3.57,0,49.48,0.0,0.0,9.5,0.0,0.0,0
1,0,0,0,0,0,39.83,0.23,0,0.81,0.0,0.0,12.41,0.0,0.0,0
1,0,0,0,0,0,52.94,8.65,0,3.67,0.0,0.0,2.73,0.0,0.0,0
1,0,0,0,0,0,30.14,12.75,1,134.46,0.0,0.0,0.07,0.0,0.0,0
187,0,0,0,0,0,49.12,1.96,0,264.75,0.0,0.0,7.06,0.0,0.0,0
1394,0,0,0,0,1,37.27,2.48,0,1773.83,0.0,0.01,7.86,0.0,0.0,0
157,0,0,0,0,0,37.99,2.87,0,240.2,0.0,0.0,6.54,0.0,0.0,0
1,0,0,0,0,0,34.49,1.31,0,1.07,0.0,0.0,9.35,0.0,0.0,0
12,0,0,0,0,0,46.1,9.97,1,15.32,0.0,0.0,7.83,0.0,0.0,0
1,0,0,0,0,0,34.07,1.73,0,1.31,0.0,0.0,7.6,0.0,0.0,0
73,24,0,0,0,0,48.12,1.06,0,80.0,0.0,0.0,9.12,299.99,0.0,0
448,0,0,0,0,0,35.77,5.09,0,519.75,0.0,0.0,8.62,0.0,0.0,0
1,0,0,0,0,0,30.24,5.63,1,1.21,0.0,0.0,8.29,0.0,0.0,0
30860,33,10,1,3,1,42.08,0.49,0,26170.89,0.0,0.0,11.79,1.26,0.38,0
5,0,0,0,0,0,34.24,2.18,0,480.4,0.0,0.0,0.1,0.0,0.0,0
10,0,0,0,0,0,53.14,5.45,0,24.11,0.0,0.0,4.15,0.0,0.0,0
68,0,0,0,0,0,47.2,4.56,0,94.82,0.0,0.0,7.17,0.0,0.0,0
34,1,0,0,0,0,48.31,0.61,0,22.78,0.0,0.0,14.93,43.9,0.0,0
200,0,0,0,0,0,38.73,0.76,0,616.46,0.0,0.0,3.24,0.0,0.0,0
4,0,0,0,0,0,28.25,7.55,1,2.79,0.0,0.0,14.32,0.0,0.0,0
1,0,0,0,0,0,35.14,0.99,0,41.07,0.0,0.0,0.24,0.0,0.0,0
1,0,0,0,0,0,44.67,3.04,0,1.12,0.0,0.0,8.95,0.0,0.0,0
1,0,0,0,0,0,40.32,4.19,0,114.73,0.0,0.0,0.09,0.0,0.0,0
64427,6,4,4,249,124,40.82,1.81,0,104744.44,0.02,0.01,6.15,0.06,0.04,0
1,0,0,0,0,0,38.85,1.12,0,10.0,0.0,0.0,1.0,0.0,0.0,0
1419,0,1,1,0,0,46.09,5.23,0,1549.81,0.0,0.0,9.16,0.0,0.65,0
1,0,0,0,0,0,61.07,16.78,1,9.74,0.0,0.0,1.03,0.0,0.0,0
1,0,0,0,0,0,34.81,1.05,0,1.35,0.0,0.0,7.41,0.0,0.0,0
33,0,0,0,0,0,42.98,0.87,0,63.0,0.0,0.0,5.24,0.0,0.0,0
1,0,0,0,0,0,34.02,1.78,0,1.16,0.0,0.0,8.59,0.0,0.0,0
156,0,0,0,0,0,24.09,13.25,1,868.3,0.0,0.0,1.8,0.0,0.0,0
3614,1,0,0,0,0,34.84,1.03,0,3496.42,0.0,0.0,10.34,0.29,0.0,0
532,0,0,0,0,0,34.2,6.66,1,579.33,0.0,0.0,9.18,0.0,0.0,0
1,0,0,0,0,0,39.92,0.32,0,0.98,0.0,0.0,10.18,0.0,0.0,0
21,0,0,0,0,0,42.69,1.83,0,25.33,0.0,0.0,8.29,0.0,0.0,0
13117,17,0,0,103,133,43.45,7.03,1,22032.84,0.05,0.06,5.95,0.77,0.0,0
1,0,0,0,0,0,41.19,0.45,0,1.71,0.0,0.0,5.83,0.0,0.0,0
1,0,0,0,0,0,52.92,4.49,0,0.82,0.0,0.0,12.17,0.0,0.0,0
1,0,0,0,0,0,44.88,3.55,0,0.59,0.0,0.0,17.06,0.0,0.0,0
21,0,0,0,0,0,49.11,2.04,1,23.45,0.0,0.0,8.96,0.0,0.0,0
1,0,0,0,0,0,61.02,16.72,1,4.24,0.0,0.0,2.36,0.0,0.0,0
1,0,0,0,0,0,34.0,1.8,0,1.7,0.0,0.0,5.88,0.0,0.0,0
2,0,0,0,0,0,28.21,19.49,1,4.03,0.0,0.0,4.96,0.0,0.0,0
64,0,0,0,0,0,38.02,1.89,0,62.46,0.0,0.0,10.25,0.0,0.0,0
39,0,0,0,0,0,37.2,2.31,0,68.75,0.0,0.0,5.67,0.0,0.0,0
101,0,0,0,0,0,47.66,4.88,0,95.5,0.0,0.0,10.58,0.0,0.0,0
